timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2018-09-16 00:00:00+00:00,XBTUSD,6478.0,6568.0,6463.5,6515.5,403201,1215015008,6516.7807,130,18645247787636,186452.47787635901,1215015008.0
2018-09-17 00:00:00+00:00,XBTUSD,6515.5,6516.5,6330.5,6493.0,379767,1285741467,6466.214,50,19884320030985,198843.2003098532,1285741467.0
2018-09-18 00:00:00+00:00,XBTUSD,6493.0,6528.5,6201.0,6247.0,616901,2605439205,6356.4709,988,40989782593646,409897.8259364633,2605439205.0
2018-09-19 00:00:00+00:00,XBTUSD,6247.0,6380.5,6226.5,6328.5,435897,1771973276,6306.7608,40,28097542545478,280975.4254547788,1771973276.0
2018-09-20 00:00:00+00:00,XBTUSD,6328.5,6580.0,6066.0,6384.5,612775,2821848926,6319.1153,600,44658160734800,446581.60734800354,2821848926.0
2018-09-21 00:00:00+00:00,XBTUSD,6384.5,6520.0,6336.5,6482.0,460691,1616025470,6418.0733,250,25180298395242,251802.98395242245,1616025470.0
2018-09-22 00:00:00+00:00,XBTUSD,6482.0,6778.0,6481.5,6746.5,580186,2536239642,6668.4449,1000,38035331368919,380353.3136891942,2536239642.0
2018-09-23 00:00:00+00:00,XBTUSD,6746.5,6830.0,6626.0,6709.0,485045,1610847589,6707.8079,10,24015760824312,240157.60824312322,1610847589.0
2018-09-24 00:00:00+00:00,XBTUSD,6709.0,6779.0,6653.0,6703.0,323190,1017080580,6706.4583,2600,15166289806546,151662.8980654601,1017080580.0
2018-09-25 00:00:00+00:00,XBTUSD,6703.0,6720.0,6555.0,6578.5,451853,1650008148,6624.2713,30,24909031901629,249090.3190162916,1650008148.0
2018-09-26 00:00:00+00:00,XBTUSD,6578.5,6578.5,6311.5,6429.0,725064,2725467770,6416.8378,1000,42473965345044,424739.65345044853,2725467770.0
2018-09-27 00:00:00+00:00,XBTUSD,6429.0,6540.0,6377.0,6452.5,483581,1803487065,6469.1422,22222,27879719363351,278797.1936335133,1803487065.0
2018-09-28 00:00:00+00:00,XBTUSD,6452.5,6759.0,6435.0,6685.5,535683,1928470339,6551.7919,2256,29435962383062,294359.6238306216,1928470339.0
2018-09-29 00:00:00+00:00,XBTUSD,6685.5,6789.0,6521.0,6620.0,695857,2927994334,6655.574,100,43994795302781,439947.9530278107,2927994334.0
2018-09-30 00:00:00+00:00,XBTUSD,6620.0,6620.5,6438.0,6581.5,532188,1716887274,6538.0843,41,26260442565773,262604.4256577322,1716887274.0
2018-10-01 00:00:00+00:00,XBTUSD,6581.5,6642.5,6515.0,6598.5,400125,1193407992,6586.3136,140,18119628748083,181196.28748082966,1193407992.0
2018-10-02 00:00:00+00:00,XBTUSD,6598.5,6636.0,6466.0,6571.0,474521,1637337327,6568.5759,730,24927755970480,249277.55970480104,1637337327.0
2018-10-03 00:00:00+00:00,XBTUSD,6571.0,6590.0,6444.5,6502.5,395097,1402030836,6531.252,3000,21466966015185,214669.6601518516,1402030836.0
2018-10-04 00:00:00+00:00,XBTUSD,6502.5,6509.5,6394.0,6465.0,427062,1540804688,6451.1967,200,23885196776443,238851.96776443685,1540804688.0
2018-10-05 00:00:00+00:00,XBTUSD,6465.0,6620.0,6459.0,6553.0,392663,1667871595,6554.7981,600,25445149350567,254451.49350567066,1667871595.0
2018-10-06 00:00:00+00:00,XBTUSD,6553.0,6658.5,6522.0,6582.0,290820,1156201039,6561.6798,3333,17621561342818,176215.61342818048,1156201039.0
2018-10-07 00:00:00+00:00,XBTUSD,6582.0,6592.5,6531.5,6552.0,171516,578198553,6556.0873,147791,8819539724187,88195.39724187064,578198553.0
2018-10-08 00:00:00+00:00,XBTUSD,6552.0,6599.0,6488.0,6571.0,173663,683158128,6536.8022,20000,10451583143505,104515.8314350505,683158128.0
2018-10-09 00:00:00+00:00,XBTUSD,6571.0,6669.0,6550.5,6607.5,277666,1256335274,6602.8392,404,19028321401387,190283.21401387098,1256335274.0
2018-10-10 00:00:00+00:00,XBTUSD,6607.5,6614.5,6563.0,6591.0,190827,772207701,6589.7858,1000,11718338307362,117183.38307361965,772207701.0
2018-10-11 00:00:00+00:00,XBTUSD,6591.0,6591.5,6452.0,6530.0,349520,1500208025,6516.3561,409,23022777264899,230227.77264899155,1500208025.0
2018-10-12 00:00:00+00:00,XBTUSD,6530.0,6530.5,6005.0,6154.5,728621,3393156568,6218.9055,44444,54564284275705,545642.8427570501,3393156568.0
2018-10-13 00:00:00+00:00,XBTUSD,6154.5,6233.5,6100.0,6182.5,306925,1140618977,6190.8005,8258,18424744091520,184247.44091519725,1140618977.0
2018-10-14 00:00:00+00:00,XBTUSD,6182.5,6212.5,6166.0,6193.5,170426,565325381,6193.1009,24738,9128379623162,91283.79623162014,565325381.0
2018-10-15 00:00:00+00:00,XBTUSD,6193.5,6300.0,6142.0,6181.5,269437,1003003304,6220.0659,2000,16125524853066,161255.24853066023,1003003304.0
2018-10-16 00:00:00+00:00,XBTUSD,6181.5,6818.0,6147.0,6436.5,730360,3808169212,6437.9064,100,59155715431772,591557.1543177259,3808169212.0
2018-10-17 00:00:00+00:00,XBTUSD,6436.5,6497.5,6383.0,6456.0,348539,1347675108,6440.3942,3516,20925390764354,209253.90764354312,1347675108.0
2018-10-18 00:00:00+00:00,XBTUSD,6456.0,6458.0,6409.0,6438.5,188610,710975400,6435.8347,7308,11047780578480,110477.80578480061,710975400.0
2018-10-19 00:00:00+00:00,XBTUSD,6438.5,6488.0,6350.0,6394.5,271298,1113414516,6418.8972,2000,17346231383285,173462.31383285118,1113414516.0
2018-10-20 00:00:00+00:00,XBTUSD,6394.5,6405.0,6366.0,6384.0,163421,620702624,6383.6578,1,9723922317642,97239.22317641911,620702624.0
2018-10-21 00:00:00+00:00,XBTUSD,6384.0,6425.0,6367.0,6407.5,131730,468491105,6398.362,10000,7322281527526,73222.8152752605,468491105.0
2018-10-22 00:00:00+00:00,XBTUSD,6407.5,6465.0,6405.5,6413.0,150491,604132354,6432.5228,2000,9392222347776,93922.22347775903,604132354.0
2018-10-23 00:00:00+00:00,XBTUSD,6413.0,6426.0,6369.0,6412.5,159884,687226047,6403.6885,1800,10731795771856,107317.95771856014,687226047.0
2018-10-24 00:00:00+00:00,XBTUSD,6412.5,6415.5,6360.0,6395.0,151762,651666576,6392.2271,3000,10194996657447,101949.96657447037,651666576.0
2018-10-25 00:00:00+00:00,XBTUSD,6395.0,6490.0,6394.5,6412.5,180644,835272558,6429.6277,400,12991542360949,129915.42360949174,835272558.0
2018-10-26 00:00:00+00:00,XBTUSD,6412.5,6419.0,6368.0,6393.5,167331,755916346,6399.1809,500,11813190854758,118131.90854758042,755916346.0
2018-10-27 00:00:00+00:00,XBTUSD,6393.5,6468.0,6386.5,6406.5,169611,773455031,6411.0783,2000,12064619635323,120646.19635323054,773455031.0
2018-10-28 00:00:00+00:00,XBTUSD,6406.5,6419.0,6395.5,6407.0,82897,320256569,6407.3813,400,4998557503225,49985.57503225025,320256569.0
2018-10-29 00:00:00+00:00,XBTUSD,6407.0,6449.0,6382.5,6408.0,84214,382180051,6406.9708,300,5965329527763,59653.29527762993,382180051.0
2018-10-30 00:00:00+00:00,XBTUSD,6408.0,6415.5,6209.0,6266.5,296227,1481206621,6306.7608,100,23486662083331,234866.62083330742,1481206621.0
2018-10-31 00:00:00+00:00,XBTUSD,6266.5,6294.0,6255.0,6272.0,189760,621247379,6271.9518,3854,9905408838000,99054.0883800004,621247379.0
2018-11-01 00:00:00+00:00,XBTUSD,6272.0,6345.0,6210.0,6307.0,230311,1038552067,6281.407,50,16533874319910,165338.74319909854,1038552067.0
2018-11-02 00:00:00+00:00,XBTUSD,6307.0,6370.0,6302.0,6337.0,138281,527664071,6324.3107,130000,8343917750606,83439.17750605958,527664071.0
2018-11-03 00:00:00+00:00,XBTUSD,6337.0,6387.0,6328.0,6346.0,224672,779817385,6355.6629,200,12270101175998,122701.0117599797,779817385.0
2018-11-04 00:00:00+00:00,XBTUSD,6346.0,6348.5,6316.5,6332.5,127323,418518243,6333.9245,2500,6607693978346,66076.93978346024,418518243.0
2018-11-05 00:00:00+00:00,XBTUSD,6332.5,6471.0,6322.5,6427.5,308440,1079190784,6395.9066,99,16874083856456,168740.83856456238,1079190784.0
2018-11-06 00:00:00+00:00,XBTUSD,6427.5,6445.5,6380.0,6404.0,213324,680611418,6409.8455,150,10618477984225,106184.77984225002,680611418.0
2018-11-07 00:00:00+00:00,XBTUSD,6404.0,6460.0,6387.0,6450.5,257975,1009689725,6422.6076,93,15721058636206,157210.58636206522,1009689725.0
2018-11-08 00:00:00+00:00,XBTUSD,6450.5,6568.0,6434.5,6510.5,299374,1199489873,6511.6885,5,18420917274666,184209.17274666048,1199489873.0
2018-11-09 00:00:00+00:00,XBTUSD,6510.5,6524.0,6372.5,6414.0,346653,1340385486,6447.869,1500,20788302975643,207883.0297564327,1340385486.0
2018-11-10 00:00:00+00:00,XBTUSD,6414.0,6420.5,6310.0,6338.5,359099,1238135158,6363.3471,1,19458522621854,194585.22621853888,1238135158.0
2018-11-11 00:00:00+00:00,XBTUSD,6338.5,6379.0,6334.5,6353.5,212605,463914785,6359.3005,1600,7295490345890,72954.90345889995,463914785.0
2018-11-12 00:00:00+00:00,XBTUSD,6353.5,6380.0,6260.0,6361.0,260624,769461393,6330.7166,14829,12154522411716,121545.22411716063,769461393.0
2018-11-13 00:00:00+00:00,XBTUSD,6361.0,6406.0,6305.5,6337.5,299133,976781774,6355.259,433,15370251570733,153702.51570732947,976781774.0
2018-11-14 00:00:00+00:00,XBTUSD,6337.5,6338.0,6235.0,6249.0,397844,1366233784,6288.1217,100,21727413809772,217274.13809771967,1366233784.0
2018-11-15 00:00:00+00:00,XBTUSD,6249.0,6296.0,5231.0,5586.0,874651,5165120528,5723.1157,1500,90252102225469,902521.0222546834,5165120528.0
2018-11-16 00:00:00+00:00,XBTUSD,5586.0,5639.5,5181.0,5581.0,771473,3649588056,5462.0931,178,66819767273506,668197.6727350572,3649588056.0
2018-11-17 00:00:00+00:00,XBTUSD,5581.0,5619.0,5406.0,5511.0,447910,1716661902,5519.6777,1800,31102381448485,311023.81448485056,1716661902.0
2018-11-18 00:00:00+00:00,XBTUSD,5511.0,5557.0,5450.5,5501.5,261754,854000974,5485.1626,200,15569378409966,155693.7840996609,854000974.0
2018-11-19 00:00:00+00:00,XBTUSD,5501.5,5690.0,5501.5,5556.0,272384,935728658,5543.5445,20000,16879749870660,168797.49870660057,935728658.0
2018-11-20 00:00:00+00:00,XBTUSD,5556.0,5557.0,4665.0,4743.0,1083537,5232596594,5116.1363,1000,102279772658785,1022797.7265878362,5232596594.0
2018-11-21 00:00:00+00:00,XBTUSD,4743.0,4897.0,4010.0,4348.5,1298838,6489034529,4472.872,74,145081045747118,1450810.4574711805,6489034529.0
2018-11-22 00:00:00+00:00,XBTUSD,4348.5,4654.0,4229.0,4537.0,894690,3428477052,4446.2229,440,77111707474339,771117.0747433946,3428477052.0
2018-11-23 00:00:00+00:00,XBTUSD,4537.0,4598.0,4235.5,4266.5,578552,1921804140,4440.103,20931,43284166628999,432841.6662899834,1921804140.0
2018-11-24 00:00:00+00:00,XBTUSD,4266.5,4382.0,4068.0,4283.0,731378,2602831127,4236.3906,3000,61441083569083,614410.8356908265,2602831127.0
2018-11-25 00:00:00+00:00,XBTUSD,4283.0,4378.0,3627.0,3768.5,693348,2444429081,4009.1408,300,60972975288432,609729.7528843199,2444429081.0
2018-11-26 00:00:00+00:00,XBTUSD,3768.5,4120.0,3430.0,3930.5,1047833,3937118449,3755.0223,30,104849595020235,1048495.950202337,3937118449.0
2018-11-27 00:00:00+00:00,XBTUSD,3930.5,4080.0,3492.0,3724.5,1023319,3724730922,3794.0585,5,98175729696601,981757.2969660147,3724730922.0
2018-11-28 00:00:00+00:00,XBTUSD,3724.5,3837.0,3563.5,3769.0,845477,2530263160,3698.4984,40,68414816513838,684148.1651383793,2530263160.0
2018-11-29 00:00:00+00:00,XBTUSD,3769.0,4357.0,3768.5,4219.0,904813,3147203385,4077.6382,5,77184215110585,771842.1511058487,3147203385.0
2018-11-30 00:00:00+00:00,XBTUSD,4219.0,4423.0,4085.0,4242.0,826778,2592414278,4233.3418,180,61239049808624,612390.4980862387,2592414278.0
2018-12-01 00:00:00+00:00,XBTUSD,4242.0,4299.0,3860.0,3972.0,840447,2584621533,4043.5081,50,63921599643586,639215.9964358625,2584621533.0
2018-12-02 00:00:00+00:00,XBTUSD,3972.0,4266.0,3903.5,4136.5,632104,1640007226,4101.891,1000,39983125947592,399831.2594759198,1640007226.0
2018-12-03 00:00:00+00:00,XBTUSD,4136.5,4270.0,4025.0,4096.5,722065,1787717143,4117.7682,802,43416019532672,434160.1953267183,1787717143.0
2018-12-04 00:00:00+00:00,XBTUSD,4096.5,4118.5,3729.5,3829.5,688781,1946677836,3913.4348,1500,49744563325894,497445.63325893827,1946677836.0
2018-12-05 00:00:00+00:00,XBTUSD,3829.5,4042.0,3730.0,3902.0,682926,1935438543,3903.6577,1376,49581257833882,495812.5783388234,1935438543.0
2018-12-06 00:00:00+00:00,XBTUSD,3902.0,3917.0,3655.0,3695.5,645111,1775227694,3785.4412,2500,46896349998016,468963.4999801585,1775227694.0
2018-12-07 00:00:00+00:00,XBTUSD,3695.5,3843.0,3400.0,3430.5,837242,2752500328,3661.7965,109,75170092640821,751700.926408194,2752500328.0
2018-12-08 00:00:00+00:00,XBTUSD,3430.5,3542.0,3200.0,3369.0,871605,2747024120,3352.7795,100,81934764952542,819347.6495254228,2747024120.0
2018-12-09 00:00:00+00:00,XBTUSD,3369.0,3500.0,3246.0,3397.0,592809,1640637903,3379.1775,1360,48551767514502,485517.6751450258,1640637903.0
2018-12-10 00:00:00+00:00,XBTUSD,3397.0,3630.0,3370.5,3526.5,522333,1456049836,3493.5718,100,41678498355584,416784.9835558376,1456049836.0
2018-12-11 00:00:00+00:00,XBTUSD,3526.5,3596.0,3350.0,3406.0,590404,1601488752,3456.3805,1000,46334633467138,463346.334671384,1601488752.0
2018-12-12 00:00:00+00:00,XBTUSD,3406.0,3422.0,3281.5,3344.0,477803,1214572434,3356.7185,129,36183962778256,361839.6277825628,1214572434.0
2018-12-13 00:00:00+00:00,XBTUSD,3344.0,3493.5,3321.5,3431.5,463432,1211426170,3407.0389,100,35557621286968,355576.21286968014,1211426170.0
2018-12-14 00:00:00+00:00,XBTUSD,3431.5,3439.0,3217.5,3257.5,536938,1424966157,3337.7837,1,42692807479768,426928.0747976834,1424966157.0
2018-12-15 00:00:00+00:00,XBTUSD,3257.5,3300.0,3134.5,3193.0,551929,1536196893,3219.9897,300,47709087012889,477090.8701288944,1536196893.0
2018-12-16 00:00:00+00:00,XBTUSD,3193.0,3226.0,3121.0,3183.0,411982,1009582711,3169.4716,1200,31854344120220,318543.4412022006,1009582711.0
2018-12-17 00:00:00+00:00,XBTUSD,3183.0,3260.0,3177.0,3189.5,363385,1025712865,3218.6424,657,31868318855483,318683.1885548385,1025712865.0
2018-12-18 00:00:00+00:00,XBTUSD,3189.5,3590.0,3178.0,3495.5,667794,2156458993,3391.325,3600,63587698791253,635876.987912531,2156458993.0
2018-12-19 00:00:00+00:00,XBTUSD,3495.5,3690.0,3435.0,3665.0,680845,2155901030,3525.0987,1000,61160244400166,611602.4440016432,2155901030.0
2018-12-20 00:00:00+00:00,XBTUSD,3665.0,3916.5,3641.0,3680.0,971590,3567541648,3756.9974,50,94957833750487,949578.3375048671,3567541648.0
2018-12-21 00:00:00+00:00,XBTUSD,3680.0,4174.0,3654.5,4069.0,1091164,3971091014,3966.2079,8143,100126560728984,1001265.6072898526,3971091014.0
2018-12-22 00:00:00+00:00,XBTUSD,4069.0,4168.0,3770.0,3841.0,937636,3040224454,3976.1431,75,76462581308344,764625.8130834439,3040224454.0
2018-12-23 00:00:00+00:00,XBTUSD,3841.0,4007.0,3783.5,3981.0,660164,1679000836,3863.8383,100,43455211250626,434552.1125062682,1679000836.0
2018-12-24 00:00:00+00:00,XBTUSD,3981.0,4055.0,3903.0,3944.0,603281,1492831124,3976.9338,1500,37537559799115,375375.5979911683,1492831124.0
2018-12-25 00:00:00+00:00,XBTUSD,3944.0,4241.0,3943.5,4033.5,690820,2193196042,4120.6527,50,53226443261776,532264.432617758,2193196042.0
2018-12-26 00:00:00+00:00,XBTUSD,4033.5,4043.0,3670.5,3777.0,734337,1991914841,3776.8629,3000,52740786222197,527407.8622219763,1991914841.0
2018-12-27 00:00:00+00:00,XBTUSD,3777.0,3868.0,3683.0,3806.5,558764,1419107616,3775.2945,50,37590050151279,375900.5015127929,1419107616.0
2018-12-28 00:00:00+00:00,XBTUSD,3806.5,3842.0,3565.0,3588.0,525825,1386767145,3696.0378,204,37521311082631,375213.11082630354,1386767145.0
2018-12-29 00:00:00+00:00,XBTUSD,3588.0,3960.0,3568.0,3889.5,508960,1542324018,3758.8333,1127,41033369502369,410333.6950236896,1542324018.0
2018-12-30 00:00:00+00:00,XBTUSD,3889.5,3944.0,3650.0,3712.0,495519,1267439193,3857.4294,198,32857096094950,328570.96094950306,1267439193.0
2018-12-31 00:00:00+00:00,XBTUSD,3712.0,3898.5,3671.0,3830.5,490629,1225535573,3788.8834,2314,32345642456382,323456.4245638166,1225535573.0
2019-01-01 00:00:00+00:00,XBTUSD,3830.5,3839.5,3615.0,3693.0,396937,976475574,3751.2191,20,26031220478546,260312.20478545837,976475574.0
2019-01-02 00:00:00+00:00,XBTUSD,3693.0,3870.0,3630.5,3824.0,371073,902868031,3716.0907,1,24296734130461,242967.34130460888,902868031.0
2019-01-03 00:00:00+00:00,XBTUSD,3824.0,3918.0,3762.0,3888.0,438813,1074586398,3831.8581,100,28044322813267,280443.2281326698,1074586398.0
2019-01-04 00:00:00+00:00,XBTUSD,3888.0,3891.0,3748.0,3784.0,337955,880837736,3822.4839,153154,23044017605082,230440.17605081497,880837736.0
2019-01-05 00:00:00+00:00,XBTUSD,3784.0,3850.0,3721.5,3817.0,384093,907202598,3784.5816,157,23971110291019,239711.1029101891,907202598.0
2019-01-06 00:00:00+00:00,XBTUSD,3817.0,3879.0,3767.0,3794.5,330966,742213108,3829.2169,3415,19383028406738,193830.2840673816,742213108.0
2019-01-07 00:00:00+00:00,XBTUSD,3794.5,4082.0,3750.0,4039.0,397080,1072137901,3924.8008,1,27317925221258,273179.25221258705,1072137901.0
2019-01-08 00:00:00+00:00,XBTUSD,4039.0,4074.0,3970.0,4005.0,374816,950704483,4018.0006,1000,23661494641091,236614.9464109094,950704483.0
2019-01-09 00:00:00+00:00,XBTUSD,4005.0,4130.0,3937.0,3995.5,444247,1297065278,4015.5805,22,32301051015127,323010.51015127206,1297065278.0
2019-01-10 00:00:00+00:00,XBTUSD,3995.5,4045.0,3959.5,4001.0,351463,900335908,4007.6948,4075,22465408495369,224654.08495369134,900335908.0
2019-01-11 00:00:00+00:00,XBTUSD,4001.0,4036.0,3512.0,3622.0,507130,1648035760,3756.574,36,43871767696774,438717.6769677314,1648035760.0
2019-01-12 00:00:00+00:00,XBTUSD,3622.0,3698.0,3561.5,3631.5,367507,1011606061,3632.401,1000,27850479943797,278504.7994379667,1011606061.0
2019-01-13 00:00:00+00:00,XBTUSD,3631.5,3652.0,3550.0,3613.0,231951,545041398,3620.6959,1000,15053542735028,150535.42735028028,545041398.0
2019-01-14 00:00:00+00:00,XBTUSD,3613.0,3638.0,3479.0,3513.0,293419,800495107,3553.4077,30,22527895968233,225278.95968233127,800495107.0
2019-01-15 00:00:00+00:00,XBTUSD,3513.0,3718.0,3506.5,3663.0,320893,938603871,3603.3439,50000,26048808189542,260488.08189541945,938603871.0
2019-01-16 00:00:00+00:00,XBTUSD,3663.0,3684.0,3535.0,3574.5,280657,822695898,3626.6048,5,22685749638518,226857.49638517984,822695898.0
2019-01-17 00:00:00+00:00,XBTUSD,3574.5,3664.0,3568.0,3607.5,327169,860220650,3605.6826,101,23857793258862,238577.9325886206,860220650.0
2019-01-18 00:00:00+00:00,XBTUSD,3607.5,3660.0,3540.0,3637.0,349137,943447538,3603.4737,100,26182241328723,261822.41328722972,943447538.0
2019-01-19 00:00:00+00:00,XBTUSD,3637.0,3639.5,3571.5,3606.0,239106,656428321,3610.6297,335,18180654048438,181806.5404843806,656428321.0
2019-01-20 00:00:00+00:00,XBTUSD,3606.0,3784.5,3605.0,3681.5,259942,745711298,3694.3993,1500,20185572501781,201855.72501780713,745711298.0
